record_id,case_date,department,business_area,process_type,source_system,transaction_amount,budget_amount,variance_amount,approval_status,invoice_status,sla_status,risk_level,exception_type,priority_level,owner_name,recommended_action,case_status,days_pending,pending_approval_flag,overdue_invoice_flag,payroll_exception_flag,sla_breach_flag,high_priority_flag,exposure_amount
OPS000547,2026-01-14,Internal Control,Compliance,Audit Evidence,GRC Tool,19505.86,20438.76,-932.9,Pending,Current,Within SLA,High,Control gap,P1 - Immediate,Omar Ali,Create remediation plan,In Progress,3,1,0,0,0,1,19505.86
OPS000548,2026-01-16,Infrastructure,IT Operations,Access Request,Azure AD,15841.54,13090.12,2751.42,Approved,Current,Within SLA,Low,Device delivery delay,P3 - Standard,Grace Thomas,Expedite asset provisioning,In Progress,6,0,0,0,0,0,15841.54
OPS000549,2026-06-03,WPS Compliance,Payroll,Salary Adjustment,D365 F&O,35713.6,37821.88,-2108.28,Pending,Current,Within SLA,Medium,WPS validation error,P2 - Same Week,Mohamed Rafi,Correct WPS file,Open,1,1,0,1,0,0,35713.6
OPS000550,2026-01-04,Employee Relations,HR,Leave Approval,HRMS,19840.7,17409.14,2431.56,Approved,Current,Within SLA,Low,Approval pending,P1 - Immediate,Sara Rahman,Send approval reminder,Open,28,0,0,0,0,1,19840.7
OPS000551,2026-01-16,IT Service Desk,IT Operations,Incident Resolution,Endpoint Manager,13071.58,13864.79,-793.21,Approved,Current,Within SLA,Low,Access approval pending,P1 - Immediate,Bilal Hussain,Approve or reject access request,Open,30,0,0,0,0,1,13071.58
OPS000552,2026-01-03,WPS Compliance,Payroll,Salary Adjustment,Payroll Engine,16568.03,15697.84,870.19,Pending,Current,Within SLA,Low,Bank file rejection,P2 - Same Week,Mohamed Rafi,Resubmit bank file,In Progress,12,1,0,0,0,0,16568.03
OPS000553,2026-03-29,IT Service Desk,IT Operations,Asset Provisioning,Azure AD,17450.1,17222.57,227.53,Pending,Paid,Within SLA,Low,Device delivery delay,P2 - Same Week,Sara Rahman,Expedite asset provisioning,In Progress,19,1,0,0,0,0,17450.1
OPS000554,2026-01-11,Recruitment,HR,Employee Onboarding,HRMS,5964.11,5320.64,643.47,Approved,Not Applicable,At Risk,High,Approval pending,P1 - Immediate,Grace Thomas,Send approval reminder,Closed,21,0,0,0,0,1,0
OPS000555,2026-02-17,Payroll Operations,Payroll,WPS File Submission,D365 F&O,33630.93,33998.8,-367.87,Approved,Current,At Risk,High,Payroll variance,P1 - Immediate,Aisha Khan,Validate payroll variance,Open,23,0,0,1,0,1,33630.93
OPS000556,2026-03-14,Payroll Operations,Payroll,Monthly Payroll,WPS Bank Portal,18942.76,20259.41,-1316.65,Approved,Not Applicable,Within SLA,Low,Bank file rejection,P3 - Standard,Sara Rahman,Resubmit bank file,Open,6,0,0,0,0,0,18942.76
OPS000557,2026-01-29,General Ledger,Finance,Invoice Processing,ERP Finance,30717.62,35470.98,-4753.36,Approved,Paid,Breached,High,Budget overrun,P1 - Immediate,Omar Ali,Review budget exception,Closed,27,0,0,0,1,1,0
OPS000558,2026-02-03,People Operations,HR,Employee Onboarding,Service Desk,17511.67,16236.48,1275.19,Approved,Current,Breached,Medium,Delayed onboarding,P2 - Same Week,Noura Ahmed,Escalate onboarding owner,Closed,12,0,0,0,1,0,0
OPS000559,2026-03-25,IT Service Desk,IT Operations,Access Request,Endpoint Manager,21884.86,24961.89,-3077.03,Rejected,Paid,Within SLA,Low,Access approval pending,P1 - Immediate,Omar Ali,Approve or reject access request,Closed,30,0,0,0,0,1,0
OPS000560,2026-04-10,WPS Compliance,Payroll,Salary Adjustment,WPS Bank Portal,46511.39,43525.34,2986.05,Pending,Current,Within SLA,Medium,WPS validation error,P1 - Immediate,Aisha Khan,Correct WPS file,In Progress,30,1,0,1,0,1,46511.39
OPS000561,2026-02-21,Compensation,Payroll,Monthly Payroll,WPS Bank Portal,29479.92,31771.74,-2291.82,Approved,Paid,Within SLA,Medium,Payroll variance,P2 - Same Week,Noura Ahmed,Validate payroll variance,In Progress,8,0,0,1,0,0,29479.92
OPS000562,2026-04-01,Accounts Payable,Finance,Month-End Closing,D365 F&O,62690.8,57561.88,5128.92,Approved,Current,Within SLA,Low,Budget overrun,P2 - Same Week,Sara Rahman,Review budget exception,In Progress,17,0,0,0,0,0,62690.8
OPS000563,2026-03-09,Treasury,Finance,Invoice Processing,ERP Finance,37105.84,37138.58,-32.74,Pending,Overdue,Within SLA,Medium,Overdue invoice,P2 - Same Week,Mohamed Rafi,Prioritize vendor payment,Open,7,1,1,0,0,0,37105.84
OPS000564,2026-06-22,General Ledger,Finance,Payment Approval,ERP Finance,98328.86,107352.47,-9023.61,Pending,Overdue,Breached,High,Payment approval delay,P1 - Immediate,Aisha Khan,Escalate finance approval,Closed,34,1,1,0,1,1,0
OPS000565,2026-03-14,Infrastructure,IT Operations,Incident Resolution,Azure AD,19066.25,15343.68,3722.57,Approved,Paid,Breached,Medium,Device delivery delay,P2 - Same Week,Mohamed Rafi,Expedite asset provisioning,Open,14,0,0,0,1,0,19066.25
OPS000566,2026-05-13,Treasury,Finance,Month-End Closing,ERP Finance,98191.73,90368.77,7822.96,Pending,Overdue,Within SLA,High,Payment approval delay,P1 - Immediate,Priya Nair,Escalate finance approval,Open,26,1,1,0,0,1,98191.73
OPS000567,2026-01-08,Infrastructure,IT Operations,Access Request,Endpoint Manager,7986.51,8746.2,-759.69,Approved,Overdue,Breached,High,SLA breach,P1 - Immediate,Noura Ahmed,Escalate service owner,In Progress,27,0,1,0,1,1,7986.51
OPS000568,2026-01-06,Treasury,Finance,Invoice Processing,D365 F&O,117326.09,146320.73,-28994.64,Pending,Overdue,Breached,High,Overdue invoice,P1 - Immediate,Grace Thomas,Prioritize vendor payment,Open,25,1,1,0,1,1,117326.09
OPS000569,2026-04-09,People Operations,HR,Contract Renewal,HRMS,14453.12,14172.93,280.19,Pending,Not Applicable,Within SLA,Medium,Delayed onboarding,P2 - Same Week,Priya Nair,Escalate onboarding owner,Closed,2,1,0,0,0,0,0
OPS000570,2026-02-20,People Operations,HR,Contract Renewal,D365 HR,6209.47,6605.81,-396.34,Approved,Not Applicable,Within SLA,Low,Missing employee document,P1 - Immediate,Omar Ali,Collect missing document,In Progress,26,0,0,0,0,1,6209.47
OPS000571,2026-04-18,Recruitment,HR,Leave Approval,HRMS,23899.87,27395.94,-3496.07,Approved,Not Applicable,Within SLA,Medium,Delayed onboarding,P1 - Immediate,Noura Ahmed,Escalate onboarding owner,Open,30,0,0,0,0,1,23899.87
OPS000572,2026-05-09,Purchase Control,Procurement,Contract Approval,Vendor Portal,26200.07,32633.3,-6433.23,Pending,Overdue,Within SLA,Low,PO approval delay,P1 - Immediate,Priya Nair,Escalate PO approval,Closed,21,1,1,0,0,1,0
OPS000573,2026-05-28,Accounts Payable,Finance,Month-End Closing,D365 F&O,78440.15,94869.28,-16429.13,Approved,Overdue,At Risk,Low,Budget overrun,P1 - Immediate,Sara Rahman,Review budget exception,In Progress,11,0,1,0,0,1,78440.15
OPS000574,2026-04-21,Internal Control,Compliance,Control Review,Compliance Register,17613.79,14764.12,2849.67,Pending,Not Applicable,Breached,Medium,Control gap,P1 - Immediate,Mohamed Rafi,Create remediation plan,Closed,34,1,0,0,1,1,0
OPS000575,2026-04-16,Audit Support,Compliance,Policy Attestation,SharePoint,19007.22,19040.63,-33.41,Pending,Current,Within SLA,Medium,Control gap,P2 - Same Week,Priya Nair,Create remediation plan,Open,2,1,0,0,0,0,19007.22
OPS000576,2026-04-13,Accounts Payable,Finance,Payment Approval,D365 F&O,31946.17,35286.14,-3339.97,Pending,Overdue,Within SLA,Medium,Overdue invoice,P2 - Same Week,Priya Nair,Prioritize vendor payment,Open,5,1,1,0,0,0,31946.17
OPS000577,2026-03-13,Payroll Operations,Payroll,Monthly Payroll,D365 F&O,13041.21,12504.29,536.92,Approved,Not Applicable,Within SLA,Medium,Bank file rejection,P2 - Same Week,Bilal Hussain,Resubmit bank file,Open,17,0,0,1,0,0,13041.21
OPS000578,2026-01-09,WPS Compliance,Payroll,Salary Adjustment,D365 F&O,60739.39,64827.16,-4087.77,Pending,Current,At Risk,High,WPS validation error,P1 - Immediate,Aisha Khan,Correct WPS file,In Progress,24,1,0,1,0,1,60739.39
OPS000579,2026-04-07,People Operations,HR,Employee Onboarding,D365 HR,5399.65,4354.36,1045.29,Approved,Not Applicable,At Risk,Medium,Missing employee document,P2 - Same Week,Omar Ali,Collect missing document,Open,4,0,0,0,0,0,5399.65
OPS000580,2026-06-20,IT Service Desk,IT Operations,Asset Provisioning,ITSM,10684.16,9007.53,1676.63,Approved,Current,Breached,Medium,SLA breach,P1 - Immediate,Mohamed Rafi,Escalate service owner,In Progress,34,0,0,0,1,1,10684.16
OPS000581,2026-04-02,Compensation,Payroll,Monthly Payroll,D365 F&O,57319.42,51724.83,5594.59,Approved,Not Applicable,At Risk,Medium,WPS validation error,P1 - Immediate,Grace Thomas,Correct WPS file,Closed,23,0,0,1,0,1,0
OPS000582,2026-06-03,General Ledger,Finance,Invoice Processing,Bank Portal,95473.02,115628.52,-20155.5,Pending,Not Applicable,Within SLA,Low,Payment approval delay,P1 - Immediate,Sara Rahman,Escalate finance approval,In Progress,24,1,0,0,0,1,95473.02
OPS000583,2026-06-12,Treasury,Finance,Payment Approval,Bank Portal,10432.83,7916.69,2516.14,Pending,Current,Within SLA,Medium,Budget overrun,P1 - Immediate,Aisha Khan,Review budget exception,In Progress,32,1,0,0,0,1,10432.83
OPS000584,2026-06-07,Payroll Operations,Payroll,WPS File Submission,D365 F&O,39279.83,37265.13,2014.7,Approved,Not Applicable,Within SLA,Low,Bank file rejection,P1 - Immediate,Aisha Khan,Resubmit bank file,Open,24,0,0,0,0,1,39279.83
OPS000585,2026-06-03,Compensation,Payroll,Salary Adjustment,WPS Bank Portal,27250.12,28032.75,-782.63,Pending,Current,Breached,Medium,Payroll variance,P2 - Same Week,Mohamed Rafi,Validate payroll variance,In Progress,18,1,0,1,1,0,27250.12
OPS000586,2026-03-26,Infrastructure,IT Operations,Access Request,ITSM,1824.81,2129.68,-304.87,Rejected,Overdue,At Risk,Low,Device delivery delay,P1 - Immediate,Sara Rahman,Expedite asset provisioning,In Progress,24,0,1,0,0,1,1824.81
OPS000587,2026-01-02,Accounts Payable,Finance,Payment Approval,D365 F&O,8622.56,10743.76,-2121.2,Pending,Overdue,Within SLA,Medium,Overdue invoice,P2 - Same Week,Priya Nair,Prioritize vendor payment,Open,13,1,1,0,0,0,8622.56
OPS000588,2026-02-20,Accounts Payable,Finance,Payment Approval,D365 F&O,31753.91,28345.97,3407.94,Pending,Current,Within SLA,Medium,Payment approval delay,P2 - Same Week,Bilal Hussain,Escalate finance approval,Closed,5,1,0,0,0,0,0
OPS000589,2026-02-12,General Ledger,Finance,Payment Approval,ERP Finance,74103.82,71637.29,2466.53,Pending,Paid,Within SLA,Medium,Payment approval delay,P1 - Immediate,Noura Ahmed,Escalate finance approval,Closed,27,1,0,0,0,1,0
OPS000590,2026-02-09,Purchase Control,Procurement,Contract Approval,ERP Procurement,47202.9,42620.61,4582.29,Pending,Current,Within SLA,Low,PO approval delay,P1 - Immediate,Mohamed Rafi,Escalate PO approval,Open,30,1,0,0,0,1,47202.9
OPS000591,2026-05-09,Employee Relations,HR,Leave Approval,D365 HR,10411.6,10061.02,350.58,Approved,Overdue,Within SLA,Low,Delayed onboarding,P3 - Standard,Aisha Khan,Escalate onboarding owner,In Progress,4,0,1,0,0,0,10411.6
OPS000592,2026-02-01,Internal Control,Compliance,Audit Evidence,GRC Tool,19192.3,22701.4,-3509.1,Pending,Overdue,Within SLA,High,Control gap,P1 - Immediate,Grace Thomas,Create remediation plan,In Progress,23,1,1,0,0,1,19192.3
OPS000593,2026-03-04,Infrastructure,IT Operations,Access Request,Azure AD,17810.69,14449.86,3360.83,Approved,Not Applicable,Within SLA,High,Device delivery delay,P1 - Immediate,Sara Rahman,Expedite asset provisioning,Open,9,0,0,0,0,1,17810.69
OPS000594,2026-01-24,Employee Relations,HR,Leave Approval,D365 HR,17798.71,21174.38,-3375.67,Approved,Paid,Breached,Low,Delayed onboarding,P1 - Immediate,Noura Ahmed,Escalate onboarding owner,Open,27,0,0,0,1,1,17798.71
OPS000595,2026-05-17,Treasury,Finance,Payment Approval,Bank Portal,88737.18,99938.57,-11201.39,Pending,Paid,Within SLA,Medium,Budget overrun,P1 - Immediate,Noura Ahmed,Review budget exception,Closed,22,1,0,0,0,1,0
OPS000596,2026-04-12,Access Management,IT Operations,Incident Resolution,ITSM,20501.54,16414.18,4087.36,Approved,Overdue,Breached,Medium,SLA breach,P1 - Immediate,Sara Rahman,Escalate service owner,In Progress,27,0,1,0,1,1,20501.54
OPS000597,2026-02-16,WPS Compliance,Payroll,Monthly Payroll,WPS Bank Portal,70149.64,65739.16,4410.48,Approved,Not Applicable,At Risk,Low,Bank file rejection,P1 - Immediate,Omar Ali,Resubmit bank file,In Progress,26,0,0,0,0,1,70149.64
OPS000598,2026-02-12,IT Service Desk,IT Operations,Incident Resolution,ITSM,3554.7,2935.13,619.57,Approved,Not Applicable,Within SLA,Medium,Access approval pending,P2 - Same Week,Aisha Khan,Approve or reject access request,Open,0,0,0,0,0,0,3554.7
OPS000599,2026-01-11,Procurement Operations,Procurement,Purchase Order,D365 F&O,46640.73,47108.87,-468.14,Rejected,Not Applicable,Within SLA,Medium,Vendor document expired,P1 - Immediate,Bilal Hussain,Request vendor document refresh,Open,27,0,0,0,0,1,46640.73
OPS000600,2026-03-03,Internal Control,Compliance,Audit Evidence,SharePoint,15464.82,18405.02,-2940.2,Pending,Overdue,Within SLA,Medium,Evidence missing,P1 - Immediate,Sara Rahman,Upload audit evidence,In Progress,25,1,1,0,0,1,15464.82
